carat,cut,color,clarity,depth,table,x,y,z,price,price_cat
0.31,Very Good,D,SI1,63,55,4.32,4.34,2.73,571,<=800
0.31,Ideal,D,SI1,62,55,4.36,4.38,2.71,571,<=800
0.31,Ideal,I,VVS1,61.4,54,4.38,4.41,2.7,571,<=800
0.31,Good,D,SI1,63.5,56,4.29,4.31,2.73,571,<=800
0.31,Ideal,D,SI1,61.8,57,4.32,4.36,2.68,571,<=800
0.31,Ideal,D,SI1,62.4,56,4.33,4.35,2.71,571,<=800
0.31,Very Good,D,SI1,61.7,59,4.31,4.35,2.67,571,<=800
0.31,Ideal,D,SI1,61.7,57,4.34,4.38,2.69,571,<=800
0.31,Good,D,SI1,63.1,57,4.3,4.32,2.72,571,<=800
0.31,Ideal,D,SI1,61.4,55,4.35,4.38,2.68,571,<=800
0.31,Good,D,SI1,63.4,58,4.32,4.35,2.75,571,<=800
0.91,Very Good,G,SI2,60,57,6.27,6.32,3.78,3531,>=3200
0.78,Ideal,F,VS2,60.4,58,6,5.95,3.61,3531,>=3200
0.78,Ideal,F,VS2,61.5,56,5.94,5.9,3.64,3531,>=3200
0.78,Ideal,F,VS2,62.3,56,5.91,5.88,3.67,3531,>=3200
1.01,Good,F,SI2,63.8,57,6.31,6.36,4.04,3532,>=3200
0.77,Ideal,F,VS2,61.8,56,5.9,5.92,3.65,3533,>=3200
0.96,Fair,E,SI2,65.6,58,6.11,6.15,4.02,3533,>=3200
0.9,Very Good,D,SI2,60.3,63,6.12,6.22,3.72,3534,>=3200
0.9,Very Good,D,SI2,60.6,61,6.14,6.2,3.74,3534,>=3200
0.9,Very Good,D,SI2,63,58,6.12,6.16,3.87,3534,>=3200
0.9,Good,D,SI2,60.3,64,6.1,6.14,3.69,3534,>=3200
0.78,Very Good,D,VS2,63,58,5.8,5.86,3.67,3534,>=3200
1.02,Good,J,SI2,63.4,56,6.36,6.42,4.05,3534,>=3200
1.02,Very Good,J,SI2,62.6,60,6.39,6.42,4.01,3534,>=3200
0.92,Very Good,F,SI2,60.6,63,6.34,6.25,3.81,3534,>=3200
0.9,Very Good,I,VS2,62.1,61,6.08,6.12,3.79,3535,>=3200
0.82,Very Good,G,VS2,59.8,56,6.13,6.18,3.68,3535,>=3200
0.84,Very Good,G,VS2,62,56,6.07,6.09,3.77,3535,>=3200
0.73,Ideal,E,VVS2,61.6,55,5.8,5.83,3.58,3535,>=3200
0.7,Ideal,D,VS1,62.2,56,5.69,5.72,3.55,3535,>=3200
1.01,Premium,J,VS2,59.8,61,6.47,6.43,3.86,3535,>=3200
0.7,Very Good,F,VVS1,60.6,60,5.67,5.7,3.45,3536,>=3200
0.65,Ideal,G,IF,60.1,57,5.61,5.65,3.38,3536,>=3200
0.7,Good,F,VVS1,61.2,61,5.71,5.79,3.52,3536,>=3200
1,Good,J,SI2,57.8,61,6.54,6.58,3.79,3536,>=3200
0.92,Fair,H,SI2,64.5,60,6.06,6.01,3.89,3536,>=3200
0.78,Ideal,F,VS1,61.6,56,5.9,5.92,3.64,3537,>=3200
0.74,Ideal,G,VVS1,62.1,54,5.8,5.83,3.61,3537,>=3200
1.08,Ideal,J,SI2,61.8,57,6.56,6.58,4.06,3537,>=3200
0.9,Ideal,I,SI1,62,56,6.16,6.23,3.84,3537,>=3200
0.91,Good,E,SI2,63.9,61,6.03,6.09,3.87,3538,>=3200
0.9,Fair,H,VS2,64.8,58,6.07,6.03,3.92,3538,>=3200
0.9,Good,H,VS2,64,57,6.14,6.11,3.92,3538,>=3200
0.9,Fair,H,VS2,64.6,55,6.07,6,3.9,3538,>=3200
0.78,Premium,E,VS1,62.2,58,5.9,5.86,3.66,3538,>=3200
0.81,Ideal,E,VS2,62,55,5.99,5.97,3.71,3538,>=3200
0.79,Premium,G,SI1,61.2,56,6,5.96,3.66,3539,>=3200
0.79,Very Good,E,VS2,62.7,56,5.85,5.88,3.68,3539,>=3200
0.9,Premium,I,VS2,62.4,58,6.16,6.22,3.86,3539,>=3200
0.9,Very Good,G,SI2,62.4,55,6.13,6.17,3.84,3539,>=3200
0.91,Good,F,SI2,63.8,59,6.04,6.09,3.87,3539,>=3200
0.93,Good,D,SI2,63.4,59,6.15,6.18,3.91,3540,>=3200
0.71,Ideal,D,VS2,59.9,57,5.8,5.83,3.48,3540,>=3200
0.72,Ideal,G,VS1,62,56,5.74,5.78,3.57,3540,>=3200
1.01,Fair,F,SI2,64.6,59,6.19,6.25,4.2,3540,>=3200
0.64,Very Good,E,VVS2,61.8,59,5.51,5.53,3.41,3541,>=3200
1,Fair,G,SI2,64.7,58,6.24,6.19,4.02,3541,>=3200
1,Good,G,SI2,58.1,65,6.48,6.46,3.76,3541,>=3200
1.52,Premium,I,I1,61.2,58,7.43,7.35,4.52,3541,>=3200
1.13,Ideal,F,I1,62.2,55,6.63,6.68,4.14,3542,>=3200
0.7,Very Good,G,IF,58.5,60,5.83,5.87,3.42,3543,>=3200
0.75,Very Good,E,VS1,61.9,58,5.83,5.86,3.62,3543,>=3200
0.72,Ideal,D,VS2,62,54.8,5.73,5.76,3.56,3543,>=3200
1.06,Ideal,F,I1,62.1,55,6.54,6.57,4.07,3544,>=3200
1.06,Ideal,F,I1,61.8,55,6.55,6.58,4.06,3544,>=3200
0.81,Very Good,G,VS1,62.6,55,5.92,5.97,3.72,3544,>=3200
0.95,Very Good,I,SI1,61,61,6.29,6.37,3.86,3544,>=3200
0.86,Ideal,I,VVS2,61.4,58,6.07,6.1,3.74,3544,>=3200
0.77,Ideal,G,VS2,62.1,56,5.84,5.88,3.64,3544,>=3200
0.81,Ideal,G,VS1,62.3,57,5.99,5.95,3.72,3544,>=3200
1.13,Premium,H,I1,62.7,59,6.63,6.58,4.14,3544,>=3200
0.71,Premium,G,IF,61.9,58,5.74,5.77,3.56,3545,>=3200
0.9,Premium,H,SI1,62.7,58,6.14,6.2,3.87,3545,>=3200
0.9,Ideal,I,VS1,62.4,57,6.17,6.21,3.86,3545,>=3200
1.07,Fair,G,SI2,66.8,57,6.34,6.26,4.21,3545,>=3200
0.92,Premium,I,SI1,58.8,59,6.36,6.33,3.73,3545,>=3200
1.07,Premium,G,SI2,62.2,58,6.56,6.49,4.06,3545,>=3200
1.01,Good,E,SI2,63.9,58,6.31,6.37,4.05,3546,>=3200
1.04,Very Good,H,SI2,62.4,58,6.4,6.49,4.02,3546,>=3200
0.91,Premium,F,SI2,58.9,61,6.36,6.33,3.74,3546,>=3200
0.91,Premium,F,SI2,61,51,6.24,6.21,3.8,3546,>=3200
1.01,Fair,H,SI1,66.4,57,6.12,6.08,4.05,3546,>=3200
0.72,Ideal,G,VS2,61,55,5.81,5.83,3.55,3547,>=3200
1.07,Premium,G,I1,62.3,60,6.55,6.51,4.07,3547,>=3200
0.9,Ideal,H,SI2,62.6,57,6.16,6.07,3.83,3548,>=3200
0.72,Ideal,G,VVS1,61.7,54.8,5.73,5.77,3.55,3548,>=3200
0.85,Ideal,I,VS1,61.9,56,6.08,6.1,3.77,3548,>=3200
0.96,Good,H,SI2,60.1,64,6.43,6.35,3.84,3548,>=3200
0.76,Very Good,G,VVS2,62.3,57,5.79,5.84,3.62,3549,>=3200
1.09,Ideal,G,I1,61,56,6.62,6.66,4.05,3549,>=3200
0.72,Very Good,E,VS2,60,57,5.81,5.86,3.5,3550,>=3200
0.72,Ideal,D,SI1,60.5,56,5.79,5.84,3.52,3550,>=3200
0.92,Premium,D,SI2,62.5,59,6.24,6.2,3.89,3550,>=3200
0.75,Very Good,F,VVS2,61.1,55,5.85,5.9,3.59,3551,>=3200
0.9,Very Good,F,SI2,60.8,55,6.25,6.28,3.81,3552,>=3200
0.71,Ideal,E,VS2,61.6,56,5.73,5.77,3.54,3553,>=3200
0.71,Ideal,E,VS2,61.3,56,5.76,5.79,3.54,3553,>=3200
0.9,Premium,F,SI2,60.7,59,6.25,6.21,3.78,3553,>=3200
1.04,Ideal,I,SI2,61.9,56,6.51,6.45,4.02,3553,>=3200
1.03,Premium,I,VS1,61.6,58,6.5,6.42,3.98,3553,>=3200
0.72,Ideal,D,VS1,61.6,56,5.8,5.73,3.55,3554,>=3200
0.92,Premium,G,SI2,62.4,57,6.22,6.18,3.87,3555,>=3200
0.92,Premium,H,SI1,62,60,6.27,6.21,3.87,3555,>=3200
0.75,Ideal,E,VS1,62.5,57,5.8,5.85,3.64,3555,>=3200
1.01,Good,J,VS2,63.3,54,6.34,6.42,4.04,3555,>=3200
0.92,Premium,G,SI2,59.4,62,6.36,6.34,3.77,3555,>=3200
0.9,Premium,F,SI2,61.4,58,6.19,6.13,3.78,3556,>=3200
0.9,Premium,F,SI2,61.3,59,6.16,6.11,3.76,3556,>=3200
0.83,Premium,D,SI1,62.5,54,6.08,6.02,3.78,3556,>=3200
0.9,Very Good,F,SI2,63.4,58,6.08,6.01,3.83,3556,>=3200
0.83,Premium,D,SI1,59.7,59,6.14,6.12,3.66,3556,>=3200
0.73,Premium,D,VS1,60,58,5.9,5.86,3.53,3557,>=3200
0.83,Premium,F,VS2,60.2,60,6.04,6.09,3.65,3557,>=3200
0.91,Ideal,G,SI2,62.7,57,6.15,6.19,3.87,3557,>=3200
0.91,Ideal,G,SI2,61.8,56,6.21,6.24,3.85,3557,>=3200
0.88,Ideal,H,SI1,61.6,56,6.13,6.17,3.79,3557,>=3200
0.95,Ideal,J,VVS2,60.6,57,6.4,6.34,3.86,3558,>=3200
0.8,Very Good,F,VS1,63.6,57,5.82,5.91,3.73,3559,>=3200
0.83,Ideal,F,SI1,62.2,55,6.01,6.03,3.74,3560,>=3200
0.79,Ideal,G,VS1,62,56,5.91,5.94,3.67,3561,>=3200
0.7,Good,D,VS2,59.9,59,5.69,5.73,3.42,3561,>=3200
0.93,Very Good,I,VS1,62.5,58,6.2,6.25,3.89,3562,>=3200
1,Premium,F,SI2,59.2,61,6.59,6.51,3.87,3562,>=3200
1,Ideal,F,SI2,61,55,6.45,6.41,3.92,3562,>=3200
0.75,Ideal,D,VS2,61.7,55,5.85,5.82,3.6,3562,>=3200
0.93,Very Good,I,VS2,63.5,57,6.13,6.21,3.92,3563,>=3200
0.78,Very Good,F,VS1,63.3,56,5.84,5.89,3.71,3563,>=3200
1.01,Very Good,I,SI1,63.1,58,6.38,6.33,4.01,3563,>=3200
1.01,Premium,J,SI2,62.5,62,6.41,6.36,3.99,3563,>=3200
1.01,Very Good,F,SI2,63.4,60,6.33,6.26,3.99,3563,>=3200
1.01,Premium,J,SI2,61.7,58,6.44,6.4,3.96,3563,>=3200
1.01,Premium,J,SI2,61.8,60,6.41,6.37,3.95,3563,>=3200
1.01,Premium,F,SI2,60.2,61,6.49,6.43,3.89,3563,>=3200
0.78,Very Good,E,VS1,61,55,5.94,5.96,3.63,3564,>=3200
1.04,Premium,G,SI2,62.8,59,6.47,6.42,4.05,3564,>=3200
0.72,Ideal,F,VS2,61.8,56,5.72,5.74,3.54,3564,>=3200
0.8,Ideal,D,SI1,62.7,57,5.88,5.92,3.7,3564,>=3200
1.04,Fair,G,SI2,66.1,60,6.32,6.23,4.15,3564,>=3200
0.73,Very Good,E,VVS2,60.2,60,5.81,5.85,3.51,3565,>=3200
0.72,Premium,E,VVS1,62.9,59,5.75,5.67,3.59,3566,>=3200
0.87,Ideal,E,SI2,60.4,58,6.19,6.23,3.75,3566,>=3200
0.73,Very Good,G,VVS1,60.2,61,5.83,5.89,3.53,3567,>=3200
0.9,Good,D,SI1,61.9,64,6,6.09,3.74,3567,>=3200
0.7,Very Good,D,VS1,61.2,56,5.68,5.75,3.5,3567,>=3200
0.91,Very Good,H,VS2,63.1,56,6.2,6.13,3.89,3567,>=3200
0.9,Premium,D,SI1,61.7,56,6.16,6.09,3.78,3568,>=3200
1,Premium,G,SI1,60,60,6.47,6.42,3.87,3568,>=3200
0.72,Ideal,D,SI1,61.7,55,5.77,5.8,3.57,3568,>=3200
0.9,Very Good,F,SI2,62.7,59,6.1,6.18,3.85,3569,>=3200
0.9,Very Good,F,SI2,62.4,58,6.15,6.19,3.85,3569,>=3200
1,Good,D,SI2,64,59,6.24,6.29,4.01,3569,>=3200
0.97,Ideal,F,SI2,62.4,55,6.38,6.34,3.97,3569,>=3200
0.72,Good,D,VS1,63.3,55,5.69,5.75,3.62,3570,>=3200
0.9,Good,E,SI1,63.5,55,6.12,6.22,3.92,3570,>=3200
0.83,Ideal,H,VVS1,61.7,57,6.02,6.07,3.73,3570,>=3200
0.6,Ideal,D,VVS1,61.6,56,5.41,5.43,3.34,3570,>=3200
0.9,Very Good,I,VS2,63.2,56,6.15,6.09,3.87,3570,>=3200
1.2,Ideal,I,I1,61.9,56,6.85,6.82,4.23,3570,>=3200
0.74,Ideal,G,VS1,61.5,56,5.79,5.82,3.57,3572,>=3200
1.19,Premium,E,I1,60.2,61,6.91,6.87,4.15,3572,>=3200
0.91,Very Good,D,SI2,58.3,60,6.33,6.4,3.71,3573,>=3200
1.16,Premium,H,SI2,62.1,58,6.72,6.65,4.15,3573,>=3200
1.1,Very Good,I,SI1,63.5,57,6.55,6.53,4.15,3573,>=3200
0.9,Good,G,SI1,63.2,62,6.09,6.19,3.88,3574,>=3200
0.9,Good,G,SI1,63.9,60,6.07,6.1,3.89,3574,>=3200
0.91,Ideal,I,SI1,62.4,56,6.2,6.24,3.88,3574,>=3200
1.15,Premium,G,I1,61.2,58,6.8,6.74,4.14,3574,>=3200
1,Very Good,H,SI2,59.1,62,6.47,6.5,3.83,3575,>=3200
1,Fair,E,SI2,65.1,59,6.3,6.23,4.08,3575,>=3200
0.93,Very Good,J,VS2,62.8,56,6.14,6.22,3.88,3576,>=3200
0.71,Ideal,D,VS1,60.4,60,5.77,5.82,3.5,3576,>=3200
0.76,Ideal,I,VS2,61.8,56,5.85,5.89,3.63,3577,>=3200
0.82,Ideal,E,SI1,62.1,55,5.98,6,3.72,3577,>=3200
0.9,Good,H,SI1,59,62,6.23,6.27,3.69,3577,>=3200
0.84,Good,E,SI1,61.9,61,6.03,6.05,3.74,3577,>=3200
1.01,Very Good,G,SI2,60.8,63,6.4,6.36,3.88,3577,>=3200
0.82,Premium,E,VS2,62.6,60,5.97,5.91,3.72,3577,>=3200
0.9,Ideal,H,SI2,62,57,6.17,6.19,3.83,3578,>=3200
0.9,Premium,D,SI2,58.7,58,6.3,6.28,3.69,3578,>=3200
0.8,Ideal,G,VS1,61.1,58,5.96,6.03,3.66,3578,>=3200
0.78,Good,E,SI1,59.4,62,6.02,6.07,3.59,3578,>=3200
0.71,Premium,F,IF,61.1,58,5.8,5.72,3.52,3578,>=3200
0.91,Very Good,I,VS2,62.5,58,6.13,6.19,3.85,3579,>=3200
0.91,Premium,I,VS2,62.7,58,6.14,6.18,3.86,3579,>=3200
1.06,Premium,I,SI2,58.4,62,6.7,6.65,3.9,3579,>=3200
0.9,Premium,D,SI2,58.8,59,6.28,6.24,3.68,3579,>=3200
0.71,Very Good,E,VVS2,61.5,61,5.7,5.75,3.52,3580,>=3200
0.9,Very Good,I,SI1,62.3,58,6.12,6.17,3.83,3580,>=3200
0.9,Very Good,I,VS1,63.3,59,6.1,6.06,3.85,3580,>=3200
0.9,Premium,I,VS1,62.2,58,6.18,6.13,3.83,3580,>=3200
1,Good,J,VS2,64.3,59,6.27,6.21,4.01,3580,>=3200
0.9,Very Good,I,VS2,61.6,57,6.13,6.17,3.79,3581,>=3200
0.76,Premium,D,VS2,61.7,59,5.87,5.9,3.63,3581,>=3200
0.9,Very Good,G,SI2,59.9,60,6.19,6.23,3.72,3581,>=3200
0.9,Very Good,G,SI2,60.9,56,6.18,6.24,3.78,3581,>=3200
0.78,Ideal,H,VVS2,62.1,56,5.88,5.9,3.66,3581,>=3200
1.04,Good,F,SI2,64,60,6.38,6.33,4.07,3581,>=3200
0.8,Ideal,H,VS1,62.2,56,5.92,5.95,3.69,3581,>=3200
1.02,Premium,H,SI1,62.2,52,6.47,6.43,4.01,3581,>=3200
0.78,Ideal,E,VS2,61.4,56,5.91,5.95,3.64,3582,>=3200
0.71,Ideal,D,VS1,61.5,58,5.75,5.77,3.54,3582,>=3200
0.71,Good,G,IF,57.8,62,5.82,5.95,3.4,3583,>=3200
0.79,Premium,E,VS1,62.6,56,5.92,5.87,3.69,3583,>=3200
0.98,Fair,H,SI1,68.6,58,6.18,6.04,4.19,3583,>=3200
0.9,Very Good,E,SI2,61,59,6.14,6.18,3.76,3584,>=3200
1,Premium,G,SI2,60.2,58,6.55,6.48,3.92,3584,>=3200
0.76,Ideal,E,SI1,61.3,55,5.87,5.91,3.61,3584,>=3200
0.9,Good,E,SI2,63.6,59,6.05,6.09,3.86,3584,>=3200
0.8,Ideal,E,VS2,62.2,57,5.98,5.95,3.71,3584,>=3200
1,Good,H,SI2,63.9,55,6.41,6.34,4.07,3584,>=3200
1,Premium,H,SI2,61.3,57,6.45,6.4,3.94,3584,>=3200
1,Fair,I,SI1,64.8,59,6.23,6.14,4.01,3584,>=3200
1,Premium,H,SI2,60,62,6.53,6.51,3.91,3584,>=3200
1,Premium,E,I1,60.9,61,6.41,6.37,3.89,3584,>=3200
1,Ideal,E,I1,61.8,56,6.43,6.38,3.96,3584,>=3200
1,Premium,F,SI2,60.2,58,6.47,6.42,3.88,3584,>=3200
0.7,Ideal,E,VVS2,62.2,54,5.68,5.74,3.55,3585,>=3200
0.7,Ideal,E,VVS2,62.4,54,5.66,5.71,3.55,3585,>=3200
0.97,Premium,D,SI2,60.4,61,6.4,6.37,3.86,3585,>=3200
0.92,Very Good,E,SI1,63.3,57,6.22,6.17,3.92,3586,>=3200
0.9,Ideal,J,VS1,61.6,55,6.24,6.27,3.85,3587,>=3200
0.7,Premium,F,VVS1,61.9,60,5.68,5.63,3.5,3587,>=3200
1.04,Ideal,E,SI2,59,57,6.65,6.6,3.91,3588,>=3200
0.91,Ideal,F,SI2,60.9,57,6.27,6.3,3.83,3588,>=3200
0.82,Ideal,E,SI1,61.8,55,5.97,6.01,3.7,3588,>=3200
1.11,Premium,D,I1,61.9,58,6.63,6.66,4.11,3589,>=3200
0.73,Ideal,G,VS1,61.2,56,5.82,5.85,3.57,3589,>=3200
0.95,Very Good,E,SI2,58.7,63,6.37,6.43,3.76,3590,>=3200
0.78,Ideal,G,VS2,62,57,5.9,5.86,3.65,3590,>=3200
0.74,Ideal,F,VS1,61.9,54,5.78,5.82,3.59,3590,>=3200
1.08,Very Good,F,SI2,63.1,59,6.51,6.46,4.09,3590,>=3200
0.7,Premium,G,IF,62.2,58,5.63,5.69,3.52,3591,>=3200
0.84,Premium,E,VS2,62.4,60,5.98,6.04,3.75,3591,>=3200
1.01,Very Good,J,SI2,61.9,59,6.34,6.38,3.94,3592,>=3200
1.01,Very Good,H,SI2,63.4,57,6.39,6.32,4.03,3592,>=3200
0.9,Very Good,G,SI2,62.6,60,6.1,6.16,3.84,3593,>=3200
0.82,Very Good,D,SI1,61.3,56,6.02,6.06,3.7,3593,>=3200
0.99,Fair,H,VS2,71.6,57,5.94,5.8,4.2,3593,>=3200
1.05,Premium,J,VS2,59.4,62,6.66,6.58,3.93,3593,>=3200
0.74,Ideal,F,VS1,62,57,5.81,5.78,3.6,3593,>=3200
0.93,Premium,G,SI2,60.8,59,6.35,6.28,3.84,3594,>=3200
0.9,Very Good,H,SI1,61.9,59,6.17,6.21,3.83,3595,>=3200
0.9,Very Good,H,SI1,62.3,58,6.16,6.19,3.85,3595,>=3200
1.07,Ideal,G,SI2,60.8,57,6.62,6.6,4.02,3595,>=3200
0.73,Ideal,G,VS2,61.6,56,5.8,5.83,3.58,3595,>=3200
0.78,Ideal,D,VS2,61.7,57,5.87,5.93,3.64,3595,>=3200
0.9,Good,E,SI2,63.7,63,6.05,6.1,3.87,3595,>=3200
0.9,Good,E,SI2,61.6,61,6.12,6.16,3.78,3595,>=3200
0.9,Good,E,SI2,64.1,58,6.04,6.09,3.89,3595,>=3200
0.9,Good,E,SI2,65.8,60,5.94,5.97,3.92,3595,>=3200
0.84,Very Good,G,VS2,61.8,57,6.04,6.07,3.74,3596,>=3200
0.9,Very Good,G,SI1,61.6,59,6.13,6.19,3.8,3597,>=3200
1.01,Fair,F,SI2,60.1,66,6.44,6.41,3.86,3597,>=3200
0.8,Ideal,D,SI1,62.6,55,5.91,5.94,3.71,3597,>=3200
1.01,Good,F,SI2,63.8,57,6.36,6.31,4.04,3597,>=3200
1.01,Fair,I,VS2,68.7,58,6.14,6,4.19,3597,>=3200
1.01,Fair,F,SI2,67.3,62,6.09,6.03,4.08,3597,>=3200
1.01,Fair,F,SI2,66.7,64,6.14,6.05,4.06,3597,>=3200
1.01,Premium,F,SI2,61.3,58,6.42,6.33,3.91,3597,>=3200
1.01,Premium,F,SI2,62.2,58,6.4,6.37,3.97,3597,>=3200
1.01,Ideal,J,SI1,60.5,56,6.49,6.53,3.94,3599,>=3200
1.02,Premium,J,SI2,62.6,60,6.42,6.39,4.01,3599,>=3200
0.9,Premium,E,SI2,62.6,60,6.18,6.09,3.84,3599,>=3200
0.9,Premium,E,SI2,62.2,60,6.19,6.15,3.84,3599,>=3200
1.05,Premium,G,SI2,60.7,61,6.56,6.52,3.97,3599,>=3200
1.02,Ideal,F,I1,61,56,6.53,6.51,3.98,3599,>=3200
0.9,Ideal,E,SI2,62,55,6.23,6.15,3.84,3599,>=3200
1.02,Very Good,J,SI2,63.4,56,6.42,6.36,4.05,3599,>=3200
1.5,Premium,H,I1,61.1,59,7.37,7.26,4.47,3599,>=3200
0.9,Good,H,VS2,64,57,6.11,6.14,3.92,3601,>=3200
0.81,Ideal,E,VS2,62,55,5.97,5.99,3.71,3601,>=3200
0.78,Very Good,E,VS1,60,56,6,6.03,3.61,3601,>=3200
1.02,Very Good,J,SI2,61.1,61,6.44,6.5,3.95,3601,>=3200
0.9,Very Good,F,SI2,61.6,56,6.22,6.29,3.85,3601,>=3200
0.72,Ideal,E,VS2,61.1,56,5.78,5.81,3.54,3601,>=3200
0.78,Ideal,E,VS2,61.7,55,5.92,6,3.68,3601,>=3200
0.72,Ideal,E,VS2,60.8,56,5.78,5.82,3.53,3601,>=3200
0.72,Ideal,E,VS2,61.4,56,5.78,5.8,3.55,3601,>=3200
0.72,Ideal,E,VS2,61.5,56,5.77,5.81,3.56,3601,>=3200
0.72,Premium,D,VS1,62.7,56,5.76,5.69,3.59,3601,>=3200
1.09,Premium,G,SI2,61.3,60,6.66,6.59,4.06,3601,>=3200
0.7,Ideal,F,VVS1,61,57,5.71,5.76,3.5,3602,>=3200
0.83,Premium,G,VS1,58.8,58,6.2,6.15,3.63,3602,>=3200
1.13,Ideal,H,I1,61.1,56,6.71,6.77,4.12,3603,>=3200
1.04,Very Good,I,SI2,59.6,57,6.6,6.62,3.94,3603,>=3200
1.04,Premium,J,SI2,62,59,6.47,6.49,4.02,3603,>=3200
0.8,Very Good,F,VS1,63.8,55,5.84,5.89,3.74,3603,>=3200
0.83,Very Good,F,VS1,63.3,56,5.99,5.92,3.77,3603,>=3200
1.1,Premium,I,SI2,62.9,59,6.6,6.53,4.13,3604,>=3200
0.71,Premium,F,VVS1,60.9,58,5.76,5.8,3.52,3604,>=3200
1.01,Premium,D,SI2,58,60,6.58,6.53,3.8,3604,>=3200
0.9,Good,D,VS2,57.9,62,6.33,6.24,3.64,3604,>=3200
1.1,Premium,I,SI2,59.7,62,6.8,6.64,4.01,3604,>=3200
0.9,Good,F,SI1,63.9,58,6.12,6.08,3.9,3604,>=3200
0.9,Very Good,I,VS2,62.3,64,6.1,6.13,3.81,3605,>=3200
1.01,Very Good,D,SI2,59.1,63,6.54,6.59,3.88,3605,>=3200
0.9,Very Good,F,SI2,63.4,59,6.07,6.11,3.86,3605,>=3200
0.79,Ideal,E,VS2,61.8,56,5.91,5.94,3.66,3605,>=3200
0.79,Ideal,D,SI1,61.2,57,5.94,5.98,3.65,3605,>=3200
1.16,Ideal,I,SI2,62.8,57,6.8,6.64,4.22,3605,>=3200
1.11,Premium,H,SI2,60.4,59,6.7,6.64,4.03,3605,>=3200
0.73,Very Good,G,VVS1,62.9,59,5.7,5.78,3.61,3606,>=3200
1.15,Ideal,H,I1,62,55,6.76,6.69,4.17,3606,>=3200
0.73,Very Good,E,VS1,63,60,5.68,5.72,3.59,3607,>=3200
1.13,Premium,F,I1,62.3,56,6.69,6.61,4.14,3607,>=3200
1.03,Good,D,SI2,63.8,54,6.36,6.3,4.04,3607,>=3200
1.13,Ideal,F,I1,62.2,55,6.68,6.63,4.14,3607,>=3200
0.91,Premium,F,SI2,61.7,58,6.22,6.29,3.86,3609,>=3200
1.06,Ideal,F,I1,62.1,55,6.57,6.54,4.07,3609,>=3200
0.9,Premium,E,SI1,62.4,57,6.19,6.14,3.85,3609,>=3200
0.31,Very Good,D,SI1,61.1,57,4.35,4.36,2.66,571,<=800
0.31,Very Good,D,SI1,62.1,58,4.3,4.33,2.68,571,<=800
0.31,Ideal,D,SI1,62.3,55,4.33,4.37,2.71,571,<=800
0.31,Very Good,D,SI1,62.9,57,4.27,4.32,2.7,571,<=800
0.31,Ideal,I,VVS1,62,54,4.34,4.37,2.7,571,<=800
0.31,Premium,D,SI1,61.2,60,4.35,4.41,2.68,571,<=800
0.31,Good,D,SI1,63.5,56,4.29,4.31,2.73,571,<=800
0.31,Very Good,D,SI1,60,61,4.41,4.43,2.65,571,<=800
0.31,Ideal,D,SI1,61,57,4.38,4.41,2.68,571,<=800
0.31,Ideal,D,SI1,62.6,57,4.3,4.33,2.7,571,<=800
0.31,Very Good,D,SI1,62.9,56,4.31,4.34,2.72,571,<=800
0.31,Very Good,I,VVS1,62.8,55,4.33,4.36,2.73,571,<=800
0.31,Ideal,D,SI1,62.6,56,4.33,4.36,2.72,571,<=800
0.31,Premium,D,SI1,61.4,58,4.34,4.39,2.68,571,<=800
0.31,Good,D,SI1,63.5,58,4.27,4.3,2.72,571,<=800
0.31,Very Good,D,SI1,63,54,4.32,4.35,2.73,571,<=800
0.31,Good,D,SI1,63.7,54,4.31,4.35,2.76,571,<=800
0.31,Ideal,D,SI1,61.8,56,4.34,4.37,2.69,571,<=800
0.31,Ideal,D,SI1,62.1,56,4.33,4.37,2.7,571,<=800
0.31,Very Good,D,SI1,60.2,56,4.37,4.4,2.64,571,<=800
0.31,Ideal,D,SI1,61.1,56,4.36,4.38,2.67,571,<=800
0.31,Ideal,D,SI1,61.2,55,4.37,4.49,2.71,571,<=800
0.31,Ideal,D,SI1,60.8,56,4.32,4.37,2.64,571,<=800
0.31,Premium,I,VVS1,61,58,4.33,4.39,2.66,571,<=800
0.31,Ideal,D,SI1,62.4,56,4.31,4.35,2.7,571,<=800
0.31,Good,I,VVS1,63.1,59,4.25,4.31,2.7,571,<=800
0.31,Good,D,SI1,63.9,54,4.27,4.3,2.74,571,<=800
0.31,Ideal,D,SI1,62.6,57,4.3,4.32,2.7,571,<=800
0.31,Ideal,I,VVS1,62.1,56,4.35,4.38,2.71,571,<=800
0.31,Ideal,D,SI1,61.5,56,4.33,4.35,2.67,571,<=800
0.91,Good,G,SI2,63.6,56,6.14,6.09,3.89,3610,>=3200
0.72,Very Good,H,VVS1,59.9,57,5.83,5.86,3.5,3610,>=3200
1.01,Very Good,I,SI1,58.8,58,6.52,6.57,3.85,3610,>=3200
0.92,Ideal,I,SI1,62.1,55,6.24,6.29,3.89,3610,>=3200
0.75,Ideal,F,SI1,60.8,57,5.87,5.9,3.58,3610,>=3200
0.96,Good,H,SI2,56.7,62,6.51,6.39,3.66,3611,>=3200
0.7,Ideal,H,VVS1,60.9,57,5.7,5.78,3.5,3611,>=3200
1.01,Good,E,SI2,63.9,58,6.37,6.31,4.05,3611,>=3200
1.04,Premium,H,SI2,62.4,58,6.49,6.4,4.02,3611,>=3200
